gene,lable
FMNL1,0
NAIP,0
USP54,0
GFAP,0
UBE4B,0
LSM6,0
PCDHA4,0
SPTB,0
GSTP1,0
ASF1A,2
BANP,0
MED14,2
FAM107A,0
SYT5,0
CCL8,0
RANBP10,0
TLR6,0
PTGS2,0
MEP1A,0
NLK,0
CASP14,0
TNFRSF21,0
TASP1,0
PCGF2,0
TNFRSF6B,0
GSN,2
PPAP2C,0
MATK,0
SPEF1,0
RPGR,0
FBXO28,0
HLA-E,0
TIE1,0
KRT5,0
SNIP1,0
BCR,0
HIF1AN,0
TAC3,0
TRAK2,0
CEP55,0
UFD1L,0
STK39,0
COG2,0
NOTCH2NL,0
STAU1,0
SYT2,0
SHH,0
CCR2,0
NEBL,2
PAFAH1B3,0
TF,0
FMR1,0
PFKL,0
FANCD2,0
MAEA,0
TNF,2
CDK8,0
TNFRSF19,0
FCGR2A,0
AFP,2
RMND5B,0
ELOF1,0
TGFB2,0
GRIN2A,0
SNCB,0
ZFP36,0
PABPC1,0
PTBP2,0
TOR1AIP1,0
SSSCA1,2
TGFA,0
LILRB2,0
EPHA4,0
STIP1,0
CADM1,0
TAP1,0
IFNG,0
STRN4,0
IRAK1BP1,0
ACIN1,2
WARS,0
LCP1,2
STX3,0
MAP4,0
SUPT4H1,0
SIAH2,2
GNG13,0
ITGA8,0
GLRX,0
EYA2,0
KIF4A,0
SEC31A,0
DLG5,0
FBXO30,2
FZD6,0
HEXDC,0
SLC18A2,0
MUC7,0
TACR1,0
C1QTNF1,0
POLR2A,0
TNK2,0
ODC1,0
ANKS1A,2
TRAF3IP2,0
EXOC7,0
ASB13,2
AKAP13,2
CUL9,0
MCM10,0
C11orf30,0
NOTCH3,0
SH3BP1,0
TCOF1,0
PMF1,0
TRAK1,0
CNKSR1,0
CAP1,0
CBX2,0
LRRC7,0
IFITM1,0
XAB2,2
SCIN,0
UBE2D4,0
IL2,0
APEH,2
KARS,0
DPYSL5,0
UTRN,0
BUB1B,0
TNFRSF1B,0
PRG2,0
GAST,0
NECAB2,0
TSPO,0
DUSP13,0
UNC13D,0
EGLN2,0
CFL2,0
TRPM7,0
SPRR2D,0
GMNN,0
BIN1,2
INPP4A,0
MED17,0
SHB,0
NUP62,0
LIN7B,0
ETHE1,0
ACAP1,2
NEFM,2
KRT81,0
CBLC,0
VDAC1,2
CAMK2B,2
CACNA1A,0
FBLN2,0
FGF17,0
SIL1,0
PCSK5,0
MVP,0
TRDMT1,0
TRAPPC4,0
GRID2,0
PLA2G2A,0
NLRP12,0
RNF216,0
RGS10,0
TRPV4,0
CUL7,0
UBE2D3,2
EIF3C,0
RAB33B,0
IL2RA,0
GRB14,0
SLC22A5,0
CDC27,2
KIF1B,0
S100A13,0
KEAP1,0
TAF7,0
KLRC3,0
PRSS23,0
PLEKHJ1,0
DNM1L,0
ERCC5,0
MPDZ,0
CHMP2B,0
FZD8,0
TPM3,0
EYA1,0
PRKAR1B,0
BTBD1,0
USP4,2
GOLM1,0
TAPBP,0
SF3A1,0
PMAIP1,0
DCP2,0
BAG4,2
SNTB1,0
RASSF5,0
STXBP2,0
BAIAP2,0
SYNE1,0
TPD52L1,0
FBN1,0
GPBP1L1,0
FBP1,2
POLR2G,0
MDFIC,0
USP8,0
TIMP1,0
GDF6,0
TRIM28,0
RECQL5,0
PAPPA,0
PDE3B,2
SLC8A1,0
CNN1,2
LUC7L,0
C6orf47,2
SELPLG,0
CACNA1B,0
CHAF1B,0
AATF,0
INHBB,2
COL8A1,0
MED19,0
NDC80,0
TPD52,0
CNOT8,0
CORT,0
HSPA9,0
GRIP1,0
TMEM161A,0
NPPC,0
TRAFD1,0
ARAP1,2
CD14,0
STX1A,2
SYN1,0
EIF4E,0
RPP14,2
RNF7,0
UBXN1,2
SH2B3,0
SECISBP2,0
CALD1,0
TPPP,0
MKL1,0
RAPGEF4,0
FBXW11,0
BBS4,0
CHPF,0
CCR4,0
NAP1L5,0
LARP1,0
AGTRAP,0
MED6,0
SNRNP200,0
ANKRA2,0
USP7,2
PRPS1,0
SASH3,2
RFC5,0
UBQLN1,0
PPFIBP2,0
JAM2,0
TANK,0
IPO11,0
BRF1,0
C5AR1,0
GPC3,0
TP53I3,0
FAM134A,0
ANGPTL1,2
SDCBP2,0
PRKCE,2
TRAF3IP1,0
MKNK1,0
SUGT1,0
GNB3,0
PSMA5,0
ITGAX,0
NGB,0
SIGLEC7,0
H2AFY,0
BAG1,0
AFTPH,2
DTNBP1,0
RPS3A,0
STK3,0
CAP2,2
CCDC14,0
PEA15,0
RAP1GAP,0
DLGAP4,0
STX4,0
SHPRH,0
RIPK2,0
POLR1A,0
SLC22A11,0
NOSIP,0
ANXA5,0
REPS1,0
SAFB2,0
BCOR,2
ARHGAP21,2
KCNQ5,0
QTRT1,0
PEX13,0
C10orf54,0
WISP2,0
DNPEP,0
UBA1,0
EPHB6,0
LMO3,0
DHX9,2
TEK,2
ILF3,0
ARFIP1,2
GSK3A,0
RPN2,0
WASL,0
IK,0
NRXN2,0
IGFBP1,0
ITGAL,0
LYST,0
LRP8,0
HPCAL4,0
HMMR,0
MED25,0
STK35,0
OS9,0
DNAJB6,2
NRG1,0
HTR2B,0
GLB1,0
PARP2,0
RHEB,2
CRELD2,0
RAP1GDS1,0
INPP5K,2
FUT4,0
BEND7,0
IPO8,0
APBB1IP,0
PRKX,0
GAS1,0
SLC8A2,0
RTDR1,2
RPN1,0
ZCCHC10,0
NDRG1,0
CNTROB,0
PLTP,2
GORASP2,0
HDAC7,0
MMP11,0
DEK,0
SF1,0
AQP4,0
ATPIF1,2
BMP6,0
ODF1,0
INPPL1,0
CNTNAP2,0
SLC35E1,0
MAGI3,0
STX11,0
COG5,0
FER,0
CKM,0
DUSP6,0
PIP5K1A,2
SSTR3,0
HSPBP1,0
DDX17,0
SIGLEC10,0
EEA1,0
ING4,0
SLCO1A2,0
CALCR,0
ERCC2,0
COL4A3BP,0
APOH,2
MAPRE3,0
GPRIN2,0
PDIA3,0
AKAP3,0
TRPC4AP,0
HLA-A,2
SBF1,0
B2M,0
FZR1,0
RAB14,0
CD72,0
INSRR,0
SH3BP5L,0
P4HB,2
DGKD,0
STK4,0
ATP6V0C,0
PPM1B,0
AKT1S1,0
HLA-DMB,0
CDKN3,0
TRAIP,0
ANGPT2,2
TERF2IP,2
RAD18,0
TALDO1,0
RBM39,0
IL12RB1,0
PLK4,0
SELE,0
LIMS1,0
HTR2C,0
MAPKBP1,2
PLA2R1,0
RAD50,0
HNRNPAB,0
CAMSAP1,0
MACF1,0
SUCLG2,0
TRPC1,0
SERPINF1,0
PKP4,0
TRPV6,0
PAAF1,0
MKL2,0
S100A7,0
CNNM3,0
MAGEB18,0
BAG2,0
MPP3,0
ZDHHC3,0
THEG,0
EPHA5,0
HNRNPF,0
PTGDS,0
CXCL10,0
PPP2R1B,0
SEPT2,0
SENP2,0
KCND2,0
IL22RA2,0
GTF2E1,2
PARVA,0
CNTN2,0
BIRC7,2
GPR151,0
TP53BP2,2
TGS1,0
CARD8,0
PDHB,2
CFTR,0
IFNGR1,0
NTSR2,0
EPS8L1,2
GSTM4,0
AP2A2,0
BRD7,2
UBE2O,0
LRRC1,0
SLIT2,0
GPHN,0
CCHCR1,0
EIF3L,0
APBB2,0
EFTUD2,0
NCSTN,0
SOD2,0
IL2RG,0
FLNB,0
CD8B,0
NARS,0
RABGEF1,0
NXT1,0
AIP,2
NAP1L1,0
FXYD1,0
RAB8B,0
RGL4,0
PCSK7,0
CCL21,0
APPBP2,2
SCN4A,0
SVEP1,2
ASRGL1,0
COPS7A,0
UBOX5,0
LSM10,0
PPP3R1,0
FAM46A,0
CCT5,0
NUDT5,0
TAL2,0
MAP2K3,0
FGB,0
RIT1,2
RUFY1,0
CD8A,0
IFT20,0
CBX5,2
CCDC120,0
S100A6,2
GRM1,2
TUBGCP4,2
PTCH2,0
ZRANB2,0
PPID,0
CSH1,0
TM4SF1,0
MRFAP1L1,0
DLGAP1,0
MEGF10,2
RINT1,0
EFNA4,0
AP1G1,2
TBC1D17,0
VCAM1,0
CCR1,0
LAMA1,0
IGBP1,0
DTX1,0
SORT1,0
GPX1,2
AP2M1,2
HECW1,0
CASR,0
CYTH3,0
BCL2A1,2
GLMN,0
LASP1,2
TCEB3B,0
IL10RB,0
HERC5,0
DLST,0
FAM175A,2
PUM1,0
CPSF3,0
ARIH2,2
DOCK7,0
FZD1,0
TSPAN6,0
RIPK3,0
LAMC1,0
RIBC2,0
IL7R,0
NSF,0
PIK3CG,0
EEF2K,0
BRAP,0
GPSM2,0
FLG,0
MCL1,2
SERPINB13,0
PTCD3,0
DIP2A,0
FAM103A1,0
TMED1,0
WFS1,0
GIGYF1,0
ARL3,2
GNA15,0
SKAP2,0
NCKAP1,0
ING5,0
IKBKAP,0
FGF18,0
VTI1B,0
WDR62,0
NDFIP2,0
STX8,0
KPNA3,0
MGAT1,0
CSF1,0
EMCN,0
CDKN2B,0
AKR1C3,0
COMMD1,0
RAPGEF1,0
UGP2,0
LZTS2,0
PKP2,0
STMN1,0
NOG,0
SSX2IP,0
MPG,0
PHGDH,0
GTF2A1,0
DNAJC3,0
TACR2,0
DPPA4,0
AKAP14,0
SLC8A3,0
VIPR1,0
CCDC116,0
CA2,0
INCENP,0
SEMA4D,0
SETD7,0
PF4,0
SEMA4C,0
PLXNA2,0
TYRO3,0
GOLGA3,0
KLC2,0
ALB,0
LIN7C,0
RAMP2,0
RNF5,0
GTPBP1,0
ILK,0
TLE2,0
SPRED2,0
DSC3,0
KIF5A,0
XPOT,2
SIRT1,0
PJA2,0
TAF9B,0
COX17,0
UBE2D1,2
GADD45B,0
REXO1,0
PIAS3,2
NES,0
USP13,0
SCRIB,0
OGDH,0
KRT17,0
GOSR1,0
EIF3B,0
C7orf25,0
CCNE2,0
PLK3,0
PAEP,0
TLR10,0
FKBP2,0
RGN,0
FTH1,0
PAK4,0
LSM5,0
PDHX,0
SORBS3,2
PTPN5,0
C1orf174,0
MS4A2,0
EPB41L3,0
C11orf68,0
COPS7B,0
CDK7,2
ISOC2,0
PI4K2B,0
EML4,0
ICAM1,0
NEU4,0
DARC,0
TMED2,0
ANKRD11,0
CELSR1,0
RGPD5,0
IL3,0
CAD,0
PPP4C,0
ALAS1,2
FKBP1A,0
PRDX4,0
AREG,0
GC,0
RAD17,2
EEF2,0
ADD2,2
AGR2,2
MED15,0
ADCY5,0
TCTEX1D2,0
PPFIA2,0
CPSF6,0
MC5R,0
XRCC1,0
TRRAP,2
ACVR2A,0
AAMP,2
POLR2L,0
SDCBP,0
PITPNM1,0
RIF1,0
SPN,0
SNX24,0
CITED2,0
MELK,0
KCNMB1,0
ZNHIT3,0
C10orf88,2
RANBP1,0
LRP10,0
CXCR3,0
RAB7A,0
TDGF1,2
ERCC3,0
NPY2R,0
DBN1,0
TAOK1,0
IKBKG,0
OPN1LW,0
CCL17,0
MMP16,0
RYR1,0
GCH1,2
PITPNM2,0
DNTTIP2,0
NPY,0
CCNG1,0
LIME1,0
NPR2,0
FFAR2,0
GKAP1,0
CLK1,0
ATXN2L,0
GUCY2C,0
PTCH1,0
CCKBR,0
RABEP1,0
HN1L,0
DEDD2,0
IL22,0
BRD8,0
ELL,0
RCVRN,0
MED24,0
MAGEH1,0
PSMB4,0
CNTN1,0
PI4KB,0
STK40,0
CD40LG,0
SMNDC1,0
FATE1,0
CHD1,0
CRYAB,0
IL12B,0
RAD21,0
EVL,0
RHOJ,0
RGS12,0
PCNT,0
STX12,0
AMY1A,0
FNTB,0
AKAP1,0
RAB3IP,0
COPA,0
TTC17,0
PRKD2,0
PGLS,0
MCHR2,0
MAML1,0
VANGL2,0
SETD2,0
GDNF,0
COG4,0
DDX19B,0
OLA1,0
DLGAP5,0
THBD,0
LEMD3,0
ADAM23,0
CD97,0
PPP2CB,0
MAGOHB,2
NLRP1,2
TXLNA,0
METAP2,0
IL27RA,0
TCHP,0
HSP90B1,0
CD151,0
ERAP1,0
PRKCH,0
ATP5J,0
OLFML3,0
DDX54,0
CIITA,0
ICAM5,0
SDK1,0
NPAT,0
COL11A2,0
BNIP1,2
C9orf114,0
CCNB1IP1,0
GPN1,0
TCAP,0
ARL6IP1,0
BDP1,0
BDNF,0
MATN2,0
FNTA,0
DNMBP,0
POLD1,0
RNF10,0
USH1C,0
PIH1D1,0
KIFAP3,0
UCHL3,0
STAM2,0
MPHOSPH8,0
PPFIA3,0
KDELR1,0
UBA2,0
EIF4G2,0
MKNK2,0
WASF1,0
DYNC1I2,0
RIMS2,2
CAMLG,0
PRPF4,0
CCL22,0
RAD52,0
ARHGEF15,0
AKIRIN2,0
PTHLH,0
CDC42EP1,0
RND1,0
ITGAD,0
MICAL1,0
RUVBL2,0
FGFBP1,0
IL4,0
PPHLN1,0
RPS6KA4,0
SLC34A1,0
DLL1,0
RABEPK,0
SELENBP1,0
PLA2G10,0
F8A1,0
TIAM2,0
YAF2,2
GEMIN7,0
TRPC6,0
MAML3,0
JMJD1C,0
CTGF,0
DIS3,0
SCNN1B,0
CSE1L,2
TIMM17A,0
FRS3,0
SH3RF1,0
MYH10,2
TRAF3IP3,0
PRPF3,0
EXOSC7,0
GTF2F1,2
PLD1,2
CLTA,0
PDLIM1,2
CTNNBIP1,0
XRCC4,0
CDK2AP2,2
GPNMB,0
VHL,0
SCN8A,0
DFFA,0
VAC14,0
CNR1,0
GTF2E2,0
UCK2,0
SYTL3,0
GPR26,0
RAVER1,0
UACA,0
HIST2H2BE,2
HDLBP,0
RPL14,0
GIT2,2
FNBP1,0
RBM23,0
DSTN,2
TRIP10,2
DDX18,0
CCL11,0
FAM131C,0
RHOC,2
APBA3,2
IGFBP7,0
BAG3,0
BTG3,0
GABRB2,0
MID1IP1,0
LBR,0
SPOCK3,0
PTK6,0
LTF,0
TES,0
SCN5A,0
IDE,0
IL1R2,0
EXOC5,2
WTAP,0
SERPINB8,0
POMC,0
VPS11,0
PSMD10,0
REV3L,0
LPAR2,0
RPL12,0
WAC,0
KRIT1,0
CAT,0
PI4KA,0
POLE4,0
TROVE2,0
BNIP3L,0
PGS1,0
CDK6,0
PDZRN3,2
TXNL4A,0
BRF2,0
PSTPIP2,0
CXCL11,0
NPHS1,0
EXOSC1,0
CXCL13,0
ACAN,0
GNPAT,0
CABLES1,2
CD3E,0
EXOSC5,0
DISC1,2
NMT2,0
BGN,0
TSEN15,0
MATN1,0
UBE2Z,0
MRGPRX2,0
C1orf65,0
TMPO,0
IGFBP6,0
MC4R,0
RNF14,0
CDH10,0
EFNA3,0
PACS1,0
CDC23,0
CADPS2,0
HINT1,0
FRAT1,0
SRP72,0
PROCR,0
DHH,0
NOS1AP,0
CREG1,0
FBF1,0
CXCL9,0
F2RL3,0
RABGGTA,0
FSHB,0
CNTF,2
VAMP4,0
PSD,0
PIR,0
CHRDL2,0
IL10,0
GDI2,0
KISS1R,0
SNX5,0
PPP1R1B,0
SCNN1G,0
PCYT1A,0
WDR47,0
ZMYND8,0
UFM1,0
CCAR1,0
DNAJC14,0
EIF5A,0
HBEGF,0
ABCB1,2
GPR108,0
IL3RA,0
KCNQ2,0
RXFP4,0
GEM,0
VPS35,0
AFAP1L2,0
DKK1,0
SULT1E1,0
AMH,0
MAP3K12,0
DUSP16,0
LRRC41,0
CBS,0
SNAP91,0
SERPINA1,0
RUFY2,0
LIMS2,0
PRDX6,0
PDCD2,0
C19orf60,0
MSTN,2
DNAJB11,0
TXNDC11,0
MRPS9,0
SOD1,2
PLA2G16,0
GDE1,0
PTPRCAP,0
FBXO4,0
GARS,0
MC1R,0
RAPSN,0
S100A4,0
NOLC1,0
UBE2L6,0
BSPRY,0
VPS4B,0
NDUFA13,0
SUCLG1,0
COPS8,0
TSSK1B,0
TSPAN3,0
VEGFB,0
TNS1,0
PEX19,0
INHBA,2
IL9R,0
SPTA1,0
CRYM,0
EXT2,0
RLBP1,0
CUL2,0
RGS20,0
FZD9,0
ARHGDIA,2
DCTN3,0
KCNE4,0
ATG3,0
CD3D,0
NQO1,0
PMP22,0
SIT1,0
CITED1,0
GTF3C4,0
CASP10,0
CNOT1,0
MAST3,0
CRY1,0
ROR2,0
NOP2,0
POLH,0
CSRP3,0
HSPH1,0
MAGED4B,0
WBP2,0
PTAFR,0
RENBP,0
OSMR,0
SNX1,2
SUZ12,0
SMPD3,0
ATP5C1,0
VIP,0
MYRIP,0
CGN,0
HACL1,0
ARFRP1,0
CDC6,2
CHRM1,0
CRADD,0
ATP6AP2,0
FPR2,0
RPL7,0
F2RL2,0
PPIG,0
PARD6G,0
LBP,0
REEP5,0
HIP1,0
ACAT2,0
DUSP5,0
ZMYND11,2
PRKD3,0
STMN2,0
COPG2,0
S100A11,0
RBM7,0
TFPT,0
CSTA,0
BRD1,0
CHRNA4,0
PLCE1,0
MAN2A2,0
RXFP2,0
MLNR,0
VPS4A,0
AKAP5,2
BAHD1,0
RYK,0
DUT,0
PPP6C,0
TMPRSS3,0
PUM2,0
TEX11,2
CCL3L3,0
PBK,0
OPN1MW,0
ITM2C,0
PARD3B,0
BYSL,0
CP,0
MADD,0
RBM8A,0
CLCN5,0
MARCKS,0
ARL15,0
ELP2,0
NRAS,2
RASL12,0
ANP32A,0
INADL,0
RAI1,0
AP1S1,0
CD6,0
SNRPA,0
MIPEP,0
TMPRSS6,0
CTNNA1,0
RPL4,0
IFITM2,0
RALGPS1,0
IGF2,0
PDZK1IP1,0
PRDX3,0
CIB1,0
SLC25A6,0
CCL13,0
POLR2H,0
IL17RD,0
NOV,0
SNX7,0
SPG21,0
RAC3,2
CCNA1,2
SLAMF1,0
RPS25,0
POLE,0
PTPN3,2
CCL18,0
TULP2,0
UBAP2L,0
INPP5A,0
RAB2A,0
RAB5C,0
EXPH5,0
LAT2,0
NOS2,0
RPLP2,2
ARAF,2
ACO2,0
SYMPK,0
WBP11,0
RGR,0
MRPS26,0
NF1,0
CD27,0
KIR2DS4,0
DARS,0
LAG3,0
POLR2J,0
TAF1B,0
KLK2,0
BTC,0
AP1S2,0
MPP2,0
ALS2CR11,0
ADAM15,0
SLC27A6,0
PPARGC1B,0
CACNB1,0
CHRNB1,0
MYL6,0
CNOT3,0
COL25A1,0
LPL,0
KCNE1,0
ARPC5,2
PKD2,0
CAPN3,0
SLC4A8,0
TXNRD1,0
HAPLN1,0
RRH,0
MEGF11,0
DOCK1,0
GRM8,0
WDR18,0
KCNA3,0
SHKBP1,0
CTDSP1,0
SRGAP1,0
WDR91,0
APIP,2
NUP54,2
NXF2,0
MTSS1,0
MED7,0
RCN1,0
ADCY10,2
LPHN1,0
COMT,0
ANGPT1,2
NCR2,0
RGS5,0
CHD9,0
FBXW5,0
PRPF40B,0
DRG1,0
TREM2,0
SAFB,0
ADAMTS1,0
GPAA1,0
PHACTR1,0
MYH2,0
FAT1,0
LGALS3BP,0
C1R,0
CXCL12,0
MLH1,2
GFRA2,0
N4BP3,0
CD59,0
ASAH1,0
RGL2,0
KLKB1,0
KCNQ1,0
ELN,0
RABGGTB,0
LIN7A,0
GGT1,0
CDH3,0
NOP56,0
MAML2,0
PCSK1,0
ING3,0
TCP1,0
LPHN2,0
EAPP,0
KIAA1715,0
TMEM11,0
RGS3,0
FAM20C,0
PDE4D,2
RMI1,0
EFS,0
CLK2,0
MYOCD,0
NCF4,0
IGFBP2,0
ARL8B,2
PDIA4,2
KCNA5,0
INHBC,2
TRIM63,0
GALR2,0
CDKN2C,2
HK3,0
SEMG1,0
AGER,0
UCHL1,0
GAS7,2
HLA-DRA,0
SDHC,0
WTIP,0
PDE6G,2
CACNB4,0
THOC5,0
GAB2,0
TESK2,0
MED9,0
GGA3,0
BNIPL,2
DUSP9,0
AXIN2,0
PSMB1,0
PLEKHB1,2
NUAK2,0
CDKL1,0
DUSP3,0
ST5,2
FAM83D,0
CISH,0
WIPI1,0
DKK3,0
PLCD4,0
SERPINB6,0
MMS19,0
BLOC1S1,0
DDAH2,2
DDB1,0
SERPINC1,0
SLC6A4,0
CXXC5,0
ELAVL4,0
KRT20,0
KIAA1279,0
PIN4,0
CCNDBP1,0
COL5A1,0
SSR1,0
SLC22A1,0
AVPR1B,0
MED21,0
CCL3,0
KIF3A,0
KIF3B,0
HP,0
KIF5C,0
HLA-G,0
RIMS1,0
APOA1BP,2
CPB2,0
IGF1,0
C4A,0
DDX1,0
POLE2,0
RSU1,0
CNGB1,0
ASCC3,0
TEKT4,0
PEX10,0
METTL1,0
PRR14,0
PLXNA1,0
EID2B,0
ULK1,0
SFI1,0
FKBP8,0
ROGDI,0
KRT10,0
MIP,0
CD53,0
COL9A2,0
LTBP1,0
SERPINB2,0
NUPR1,0
MAP7D1,2
GP6,0
PILRB,0
PIK3R5,0
HOMER3,0
NIPSNAP1,0
GRIK2,0
KCNB1,0
RAB35,0
CDCP1,0
CEP57,0
PITPNA,0
CRCT1,0
RAB34,0
NFU1,0
PELI2,0
RPL29,0
IFT140,0
CCL20,0
CCNL2,0
RND2,0
POLR1E,0
PVRL1,0
CPNE1,2
PSMB5,0
EDAR,0
PLK2,0
PABPC4,0
PYY,0
HPS5,0
GCGR,0
POLL,0
PRKCSH,0
CABP2,0
C6orf136,0
RPH3AL,0
EDNRA,0
SHMT1,0
GABBR1,0
HDAC8,0
TNFSF14,0
CYTH1,0
RRM1,0
SIRT6,0
ARF3,2
CACHD1,0
CCR7,0
CAMKK1,2
AP3B1,0
PAK3,2
CUL4A,0
LIMK1,0
LAMA2,0
IKBKE,0
CHCHD3,0
CD80,0
SPAG5,0
SLC35A2,0
RRBP1,0
PTP4A2,0
LRP5L,0
TPH1,0
PSTPIP1,0
NIPBL,0
PPM1F,2
IGSF5,0
RAB31,0
KRT6A,0
NBEA,0
OFD1,0
CXADR,0
GJB1,0
CRY2,0
ACD,2
FGF3,0
CAND2,0
NUMA1,0
NUP88,0
MAN2B1,0
CPNE2,2
HNRNPR,2
ALG13,0
MPP5,0
RFC4,0
FCER1A,0
CLINT1,0
RGS18,0
TRH,0
LYPLA2,0
C19orf57,2
HSBP1,0
MRPL42,0
GAD1,0
MSH6,0
S1PR3,0
CYBA,0
KHDRBS2,0
PPP1R13B,0
CNOT6,0
INO80B,0
CTSK,0
PPIB,2
CCL15,0
TMEM98,0
STRN3,0
CGA,0
DALRD3,0
ITGB6,0
CD2AP,2
PFDN4,0
PTGDR,0
ANG,2
MRPL28,0
PAPSS1,0
CAPZB,0
ERCC8,0
ALDOB,0
SNX6,2
IL15RA,0
UROD,0
NGF,0
PTH,0
SYT6,0
VPS28,0
ADAMTSL4,0
SF3B3,0
PIK3C2B,0
ARFGEF2,2
ATG9A,0
BLOC1S2,0
FBL,0
RACGAP1,0
NTS,0
HIST2H2AC,0
FGD6,2
ASNA1,2
NIT1,0
UBE2B,0
CTLA4,0
LPP,2
KBTBD7,0
FGF8,0
KTN1,0
PDIA6,0
UXT,0
SNRPG,0
PTGFRN,0
CDH24,0
GOLGA4,0
PPP2R5E,0
TJP2,0
CD86,0
RAD54L2,2
RUSC2,0
UBE2K,0
APBA2,2
PEBP1,2
ROBO4,0
ZYX,0
GRK1,0
ORAI2,0
EFCAB4B,2
WNT7B,0
GNA14,0
NEFH,0
PLAT,0
LAMA3,0
EIF4G3,0
CCDC85A,0
MED30,0
CHM,0
TLK2,0
PMPCA,0
SMPD1,0
GNRHR,0
S100P,0
IAPP,0
TJP3,0
SLBP,0
BTF3,0
CCT3,0
NOVA1,0
EPHB4,0
ODF2L,0
TREM1,0
TPM1,0
C10orf2,2
GLG1,0
PSMB6,0
FLYWCH1,0
PRELP,0
CARD9,0
FGF9,0
MYOT,0
IFNA1,0
HIST1H2AL,0
HNRNPUL1,0
ELAVL1,0
FLOT2,0
AKAP12,2
SARS2,0
AFG3L2,0
CHMP2A,0
SDCCAG3,0
TTK,0
SPG7,0
ACTL6B,0
GRK4,0
ANKS1B,2
APLP2,0
PTGFR,0
MGEA5,0
IL13,0
RGS6,0
TYROBP,0
ITGA11,0
DYDC1,0
MAP2K5,0
GNG4,0
MED12,0
GNG11,0
HSPA1B,0
CNPY4,0
PRKG2,0
CCDC11,0
SCT,0
KIF15,0
TANC1,0
BDKRB1,2
FLT3,0
PPP1CB,0
GPI,2
MED13,0
CD74,0
RAB9A,0
CCDC137,0
FSD1,0
HCRTR2,0
C10orf12,0
SRI,2
EIF3K,0
SLC1A6,0
LRCH4,0
CSTB,0
EHD2,0
WNT4,0
TMBIM6,0
RUNDC3A,0
MAD2L1BP,0
TLR7,0
GGA1,0
SH3D19,0
COX5A,0
MAP1S,0
UNC5A,0
TRIP4,2
TWF1,0
RASD1,0
BAMBI,0
MDH1,0
ITM2B,0
GABARAPL2,0
SGK3,0
EID2,0
PIP,0
TAF12,0
PCOLCE,0
CLIC5,2
ENPEP,0
ADAMTS4,2
KPNA6,0
PLEKHF1,0
KIAA0513,0
MID2,0
QPRT,0
GSPT1,0
IL1B,2
OXT,0
LAPTM5,0
AUP1,0
CD163,0
PGK1,0
ARFGAP1,0
FCHSD2,0
POR,0
TRIM5,0
FAM50B,0
MALL,0
HARS,0
SCGB1A1,0
HDAC10,0
MTNR1B,0
LITAF,0
SLC25A38,0
IER3,0
KHDRBS3,0
OXSR1,0
TPM2,0
LRP12,0
NBN,0
KRT27,0
WDR74,0
NKAP,0
PDGFC,0
FAM101B,0
CCL16,0
PPP2R5D,0
DACT1,0
PALLD,0
PDCD7,0
CLDN3,0
RHPN1,0
HSPB8,0
ANK3,2
SNCAIP,2
DPP3,0
CENPF,2
CBX3,0
RTN4R,0
GOLGA5,0
MTMR4,0
WNT7A,0
RBM4B,0
ROM1,0
CORO2B,0
LTB,0
RPS14,0
SERPINE2,0
ENOX1,0
PPP1R12C,0
FSTL3,0
MIF4GD,0
ADCYAP1R1,2
GLRX3,0
WNK1,2
RCHY1,0
EXOSC9,0
NCAPG,0
APBB3,2
EFNA2,0
NOL4,0
PIP4K2B,0
UBE2L3,2
DDX27,0
GUCY2D,0
ICAM2,0
GPR17,0
ANXA13,2
GPLD1,0
GJA8,0
EBI3,0
C2,0
NPM3,0
OCRL,0
PAFAH1B2,0
PARP10,0
SGTB,0
TUBGCP3,0
RRM2,0
KLC3,0
CDC7,0
CD3G,0
FBLN5,0
MYL2,0
RAB11FIP4,0
MYOZ2,0
SPSB1,0
PEX12,0
CHRM4,0
HGFAC,0
RALGPS2,0
S1PR5,0
SYVN1,0
IMPDH2,0
USP2,0
ZFC3H1,0
EIF3F,0
TNNI3K,0
URB1,0
MARK1,0
OXTR,0
APOM,0
TNKS2,0
GANAB,0
ARG1,0
SYTL2,0
MAP3K13,0
IHH,0
DYNC1H1,0
HLA-DQA2,0
EIF4A1,0
TAF5L,2
HMGN3,0
VAPA,0
CLCN3,0
CENPE,0
CAPRIN1,2
DPYSL2,0
BRD3,0
CRYAA,2
RGS13,0
SMG5,0
RAB3D,0
BUB3,0
SLA2,0
SS18L1,0
UBL4A,0
HAAO,0
WWC1,0
EIF4EBP3,0
DNAJC10,0
DOCK2,0
PHF21A,0
ITIH2,0
KIF13A,0
PTPMT1,0
CRIP1,0
PLEKHA4,0
MPZL1,0
ARL5A,2
IFFO1,0
OSTF1,0
CLDN1,0
FLT3LG,0
EPHA6,0
KCNA4,0
MRAS,0
P2RY12,0
NSFL1C,0
GTPBP3,0
ARHGAP29,2
CXCR5,0
SRFBP1,0
MVD,0
NPY1R,0
AP4M1,2
DRD5,0
FAM115A,0
KSR1,0
EIF5,0
RASGRP4,0
BLMH,2
VPS72,0
KCNA1,0
DCP1B,0
PTX3,0
CYLD,0
A1BG,2
HPCAL1,2
ST14,0
EMILIN1,0
RB1CC1,0
RHOB,0
CHIC2,0
LATS1,0
SYNCRIP,2
SMYD1,0
OASL,0
CEP135,0
LCMT1,0
IL11,0
